Year,Country ,Country Code,Medal Type,Medals
1904,Germany,DEU,No Medal,16
2002,Germany,DEU,Silver,16
2004,Germany,DEU,Silver,16
2010,Denmark,DNK,No Medal,16
1968,Dominican Republic,DOM,No Medal,16
1996,Dominican Republic,DOM,No Medal,16
1972,Egypt,EGY,No Medal,16
2016,Ethiopia,ETH,No Medal,16
1906,France,FRA,Bronze,16
2008,France,FRA,Silver,16
1912,UK,GBR,Bronze,16
2008,UK,GBR,Bronze,16
1920,UK,GBR,Silver,16
1948,UK,GBR,Silver,16
1972,Ghana,GHA,No Medal,16
2002,Greece,GRC,No Medal,16
2002,Croatia,HRV,No Medal,16
2014,Croatia,HRV,No Medal,16
1972,Hungary,HUN,Bronze,16
1952,Hungary,HUN,Gold,16
1984,Indonesia,IDN,No Medal,16
2012,Indonesia,IDN,No Medal,16
1952,Iran,IRN,No Medal,16
1972,Iceland,ISL,No Medal,16
1984,Italy,ITA,Gold,16
1964,Jamaica,JAM,No Medal,16
1964,Japan,JPN,Gold,16
2004,Japan,JPN,Gold,16
1996,Kuwait,KWT,No Medal,16
1992,Sri Lanka,LKA,No Medal,16
1968,Morocco,MAR,No Medal,16
1980,Mozambique,MOZ,No Medal,16
1984,Malawi,MWI,No Medal,16
1988,Malawi,MWI,No Medal,16
2000,Namibia,NAM,No Medal,16
1932,Norway,NOR,No Medal,16
1952,New Zealand,NZL,No Medal,16
1936,Peru,PER,No Medal,16
1992,Papua New Guinea,PNG,No Medal,16
1984,Romania,ROU,Silver,16
1996,Russia,RUS,Bronze,16
2008,Senegal,SEN,No Medal,16
2012,Senegal,SEN,No Medal,16
1988,Singapore,SGP,No Medal,16
2004,Singapore,SGP,No Medal,16
1980,Sierra Leone,SLE,No Medal,16
1960,Thailand,THA,No Medal,16
1972,Trinidad,TTO,No Medal,16
1956,Turkey,TUR,No Medal,16
1972,Tanzania,TZA,No Medal,16
2004,Uruguay,URY,No Medal,16
1900,USA,USA,Silver,16
1956,Venezuela,VEN,No Medal,16
1964,Venezuela,VEN,No Medal,16
1968,Venezuela,VEN,No Medal,16
1992,Venezuela,VEN,No Medal,16
2002,Argentina,ARG,No Medal,17
1984,Antigua,ATG,No Medal,17
2000,Australia,AUS,Bronze,17
2004,Australia,AUS,Bronze,17
2008,Australia,AUS,Bronze,17
2004,Australia,AUS,Gold,17
1980,Benin,BEN,No Medal,17
2004,Bahamas,BHS,No Medal,17
1992,Barbados,BRB,No Medal,17
1984,Canada,CAN,Bronze,17
1996,China,CHN,Gold,17
1994,China,CHN,No Medal,17
1980,Cyprus,CYP,No Medal,17
2008,Cyprus,CYP,No Medal,17
1968,Germany,DEU,Gold,17
2016,Germany,DEU,Gold,17
2000,Germany,DEU,Silver,17
1996,Ecuador,ECU,No Medal,17
1996,Egypt,EGY,No Medal,17
1920,Estonia,EST,No Medal,17
1928,Estonia,EST,No Medal,17
1998,Estonia,EST,No Medal,17
1924,Finland,FIN,Silver,17
1948,France,FRA,Bronze,17
1992,France,FRA,Bronze,17
2016,UK,GBR,Bronze,17
2012,UK,GBR,Silver,17
1964,Ghana,GHA,No Medal,17
1984,Ghana,GHA,No Medal,17
1896,Greece,GRC,Bronze,17
1896,Greece,GRC,Silver,17
2004,Guatemala,GTM,No Medal,17
1952,Hungary,HUN,Bronze,17
1900,Hungary,HUN,No Medal,17
1960,Indonesia,IDN,No Medal,17
1952,Ireland,IRL,No Medal,17
1968,Iceland,ISL,No Medal,17
1980,Iceland,ISL,No Medal,17
2008,Iceland,ISL,No Medal,17
1952,Israel,ISR,No Medal,17
1900,Italy,ITA,No Medal,17
2012,Japan,JPN,Bronze,17
2016,Kyrgyzstan,KGZ,No Medal,17
1984,Kuwait,KWT,No Medal,17
1920,Luxembourg,LUX,No Medal,17
2008,Luxembourg,LUX,No Medal,17
1928,Latvia,LVA,No Medal,17
2012,Moldova,MDA,No Medal,17
1992,Mauritius,MUS,No Medal,17
1972,Malawi,MWI,No Medal,17
1994,Netherlands,NLD,No Medal,17
2002,Netherlands,NLD,No Medal,17
1988,Nepal,NPL,No Medal,17
2010,New Zealand,NZL,No Medal,17
1992,Peru,PER,No Medal,17
1996,Philippines,PHL,No Medal,17
2008,Philippines,PHL,No Medal,17
1980,Portugal,PRT,No Medal,17
1984,Romania,ROU,Bronze,17
1928,Romania,ROU,No Medal,17
2016,Russia,RUS,Silver,17
2004,Senegal,SEN,No Medal,17
1988,San Marino,SMR,No Medal,17
1912,Sweden,SWE,Bronze,17
2004,Trinidad,TTO,No Medal,17
1984,Tunisia,TUN,No Medal,17
1928,Turkey,TUR,No Medal,17
1972,Uganda,UGA,No Medal,17
1900,USA,USA,Bronze,17
2008,Vietnam,VNM,No Medal,17
1984,Zambia,ZMB,No Medal,17
1960,Zimbabwe,ZWE,No Medal,17
1908,Australia,AUS,No Medal,18
1980,Bulgaria,BGR,Bronze,18
2016,Bahamas,BHS,No Medal,18
1988,Chile,CHL,No Medal,18
1996,Chile,CHL,No Medal,18
2004,China,CHN,Silver,18
2016,China,CHN,Silver,18
1968,Costa Rica,CRI,No Medal,18
1996,Germany,DEU,Silver,18
1906,Denmark,DNK,No Medal,18
1968,Egypt,EGY,No Medal,18
1924,Finland,FIN,Gold,18
1984,France,FRA,Bronze,18
2008,France,FRA,Bronze,18
2016,France,FRA,Silver,18
1998,UK,GBR,No Medal,18
1968,Ghana,GHA,No Medal,18
1994,Hungary,HUN,No Medal,18
1998,Hungary,HUN,No Medal,18
1952,Iceland,ISL,No Medal,18
1976,Jamaica,JAM,No Medal,18
1968,Kenya,KEN,No Medal,18
1994,South Korea,KOR,No Medal,18
1992,Kuwait,KWT,No Medal,18
1960,Lebanon,LBN,No Medal,18
1992,Lebanon,LBN,No Medal,18
1972,Liechtenstein,LIE,No Medal,18
1992,Liechtenstein,LIE,No Medal,18
1964,Luxembourg,LUX,No Medal,18
1984,Morocco,MAR,No Medal,18
1980,Madagascar,MDG,No Medal,18
1968,Nigeria,NGA,No Medal,18
1948,Philippines,PHL,No Medal,18
1932,Poland,POL,No Medal,18
1994,Slovenia,SVN,No Medal,18
1992,Seychelles,SYC,No Medal,18
1968,Thailand,THA,No Medal,18
2000,Trinidad,TTO,No Medal,18
2008,Trinidad,TTO,No Medal,18
1928,USA,USA,Bronze,18
1952,USA,USA,Bronze,18
1912,USA,USA,Silver,18
1984,Zimbabwe,ZWE,No Medal,18
1992,United Arab Emirates,ARE,No Medal,19
2004,Armenia,ARM,No Medal,19
1988,Antigua,ATG,No Medal,19
1984,Canada,CAN,Silver,19
1980,China,CHN,No Medal,19
1964,Colombia,COL,No Medal,19
2016,Cyprus,CYP,No Medal,19
1984,Czech Republic,CZE,No Medal,19
1952,Germany,DEU,Bronze,19
2012,Germany,DEU,Silver,19
1984,Dominican Republic,DOM,No Medal,19
2008,Dominican Republic,DOM,No Medal,19
2012,UK,GBR,Bronze,19
1900,UK,GBR,Gold,19
2008,UK,GBR,Gold,19
1964,Greece,GRC,No Medal,19
2016,Guatemala,GTM,No Medal,19
2016,Indonesia,IDN,No Medal,19
1960,India,IND,No Medal,19
1976,Israel,ISR,No Medal,19
1976,Liechtenstein,LIE,No Medal,19
2014,Lithuania,LTU,No Medal,19
1972,Morocco,MAR,No Medal,19
1928,Mexico,MEX,No Medal,19
1976,Nicaragua,NIC,No Medal,19
1964,Peru,PER,No Medal,19
1952,Puerto Rico,PRI,No Medal,19
1976,North Korea,PRK,No Medal,19
2016,Qatar,QAT,No Medal,19
1984,Romania,ROU,Gold,19
1952,Russia,RUS,Bronze,19
2016,Russia,RUS,Gold,19
1920,Sweden,SWE,Gold,19
2012,Trinidad,TTO,No Medal,19
1912,USA,USA,Bronze,19
1956,USA,USA,Bronze,19
1960,USA,USA,Bronze,19
1980,Venezuela,VEN,No Medal,19
1912,South Africa,ZAF,No Medal,19
2000,Zimbabwe,ZWE,No Medal,19
2008,Armenia,ARM,No Medal,20
2002,Australia,AUS,No Medal,20
1900,Belgium,BEL,No Medal,20
1912,Belgium,BEL,No Medal,20
2016,Bahrain,BHR,No Medal,20
2008,Bahamas,BHS,No Medal,20
1992,Boliva,BOL,No Medal,20
1988,Barbados,BRB,No Medal,20
2000,Barbados,BRB,No Medal,20
1992,Costa Rica,CRI,No Medal,20
2000,Cyprus,CYP,No Medal,20
2004,Cyprus,CYP,No Medal,20
1928,Germany,DEU,Bronze,20
2004,Germany,DEU,Bronze,20
1996,Germany,DEU,Gold,20
2012,Dominican Republic,DOM,No Medal,20
2002,Estonia,EST,No Medal,20
1972,Ethiopia,ETH,No Medal,20
1920,France,FRA,Silver,20
1996,Guatemala,GTM,No Medal,20
2012,Guatemala,GTM,No Medal,20
1984,Honduras,HND,No Medal,20
2006,Croatia,HRV,No Medal,20
2010,Hungary,HUN,No Medal,20
1960,Iran,IRN,No Medal,20
1988,Iran,IRN,No Medal,20
2004,Iceland,ISL,No Medal,20
2012,Iceland,ISL,No Medal,20
1968,Israel,ISR,No Medal,20
1988,Israel,ISR,No Medal,20
1924,Japan,JPN,No Medal,20
2008,Kyrgyzstan,KGZ,No Medal,20
1980,Lebanon,LBN,No Medal,20
1980,Libya,LBY,No Medal,20
1994,Latvia,LVA,No Medal,20
1956,Mexico,MEX,No Medal,20
2004,Mongolia,MNG,No Medal,20
2000,Mauritius,MUS,No Medal,20
1972,Malaysia,MYS,No Medal,20
2010,Netherlands,NLD,No Medal,20
1908,Norway,NOR,No Medal,20
1948,Pakistan,PAK,No Medal,20
1936,Philippines,PHL,No Medal,20
1996,North Korea,PRK,No Medal,20
1964,Portugal,PRT,No Medal,20
2016,Russia,RUS,Bronze,20
2000,Singapore,SGP,No Medal,20
1992,San Marino,SMR,No Medal,20
1998,Slovakia,SVK,No Medal,20
1920,Sweden,SWE,Silver,20
1928,USA,USA,Silver,20
1992,Angola,AGO,No Medal,21
1998,Australia,AUS,No Medal,21
1992,Bermuda,BMU,No Medal,21
1996,Barbados,BRB,No Medal,21
1928,Chile,CHL,No Medal,21
1956,Chile,CHL,No Medal,21
2008,China,CHN,Silver,21
1988,Cameroon,CMR,No Medal,21
1980,Costa Rica,CRI,No Medal,21
1906,Czech Republic,CZE,No Medal,21
1964,Germany,DEU,Bronze,21
1896,Germany,DEU,No Medal,21
1900,Germany,DEU,No Medal,21
2004,Dominican Republic,DOM,No Medal,21
2016,Dominican Republic,DOM,No Medal,21
1968,Ecuador,ECU,No Medal,21
1994,Estonia,EST,No Medal,21
1908,Finland,FIN,No Medal,21
1984,UK,GBR,Bronze,21
1900,UK,GBR,No Medal,21
1968,Jamaica,JAM,No Medal,21
2012,Jamaica,JAM,No Medal,21
2016,Japan,JPN,Bronze,21
1964,Kenya,KEN,No Medal,21
2002,Latvia,LVA,No Medal,21
2000,Mongolia,MNG,No Medal,21
1996,Malaysia,MYS,No Medal,21
1968,Peru,PER,No Medal,21
1976,Philippines,PHL,No Medal,21
2004,Philippines,PHL,No Medal,21
1948,Portugal,PRT,No Medal,21
1996,Russia,RUS,Silver,21
2008,Russia,RUS,Silver,21
1948,Sweden,SWE,Bronze,21
1948,Sweden,SWE,Gold,21
1972,Thailand,THA,No Medal,21
1964,Turkey,TUR,No Medal,21
1980,Tanzania,TZA,No Medal,21
1948,USA,USA,Bronze,21
1900,USA,USA,Gold,21
1936,USA,USA,Silver,21
1976,"Virgin Islands, US",VIR,No Medal,21
1928,Australia,AUS,No Medal,22
1996,Azerbaijan,AZE,No Medal,22
1994,Bulgaria,BGR,No Medal,22
1998,Bulgaria,BGR,No Medal,22
1996,China,CHN,Silver,22
1984,Costa Rica,CRI,No Medal,22
1988,Costa Rica,CRI,No Medal,22
1992,Cyprus,CYP,No Medal,22
1968,Germany,DEU,Bronze,22
1960,Germany,DEU,Silver,22
1984,Fiji,FJI,No Medal,22
1908,Greece,GRC,No Medal,22
2006,Hungary,HUN,No Medal,22
1964,Ireland,IRL,No Medal,22
1948,Iran,IRN,No Medal,22
1960,Iraq,IRQ,No Medal,22
1948,Iceland,ISL,No Medal,22
1984,Iceland,ISL,No Medal,22
1984,Lebanon,LBN,No Medal,22
1956,Luxembourg,LUX,No Medal,22
2016,Moldova,MDA,No Medal,22
1980,Nigeria,NGA,No Medal,22
1984,Nigeria,NGA,No Medal,22
2006,Netherlands,NLD,No Medal,22
1996,Peru,PER,No Medal,22
2000,Philippines,PHL,No Medal,22
2012,North Korea,PRK,No Medal,22
1998,Romania,ROU,No Medal,22
1952,Russia,RUS,Gold,22
1980,Senegal,SEN,No Medal,22
1928,Serbia,SRB,No Medal,22
1992,Serbia,SRB,No Medal,22
1994,Slovakia,SVK,No Medal,22
1960,Tunisia,TUN,No Medal,22
1988,Uganda,UGA,No Medal,22
1908,USA,USA,Gold,22
1924,South Africa,ZAF,No Medal,22
1992,Zimbabwe,ZWE,No Medal,22
1996,Australia,AUS,Bronze,23
1984,Bahamas,BHS,No Medal,23
1912,Canada,CAN,No Medal,23
2004,Chile,CHL,No Medal,23
1980,Cameroon,CMR,No Medal,23
1956,Colombia,COL,No Medal,23
1952,Cuba,CUB,No Medal,23
1964,Cuba,CUB,No Medal,23
2008,Ecuador,ECU,No Medal,23
1952,Spain,ESP,No Medal,23
2010,Spain,ESP,No Medal,23
2016,UK,GBR,Silver,23
1912,Greece,GRC,No Medal,23
1988,Guam,GUM,No Medal,23
2014,Hungary,HUN,No Medal,23
1996,Indonesia,IDN,No Medal,23
1988,Jamaica,JAM,No Medal,23
2008,Kenya,KEN,No Medal,23
2012,Kenya,KEN,No Medal,23
1998,Latvia,LVA,No Medal,23
1996,Mauritius,MUS,No Medal,23
1972,Nigeria,NGA,No Medal,23
1932,Netherlands,NLD,No Medal,23
1972,North Korea,PRK,No Medal,23
2016,North Korea,PRK,No Medal,23
2008,Russia,RUS,Gold,23
1972,Senegal,SEN,No Medal,23
1984,Senegal,SEN,No Medal,23
1988,Senegal,SEN,No Medal,23
2016,Trinidad,TTO,No Medal,23
1996,Tunisia,TUN,No Medal,23
2012,Vietnam,VNM,No Medal,23
1928,South Africa,ZAF,No Medal,23
1936,Argentina,ARG,No Medal,24
2006,Bulgaria,BGR,No Medal,24
1968,Brazil,BRA,No Medal,24
1968,Chile,CHL,No Medal,24
2012,China,CHN,Bronze,24
1964,China,CHN,No Medal,24
1968,Germany,DEU,Silver,24
1924,Estonia,EST,No Medal,24
1988,Guatemala,GTM,No Medal,24
1992,Iceland,ISL,No Medal,24
2000,Kenya,KEN,No Medal,24
1988,Kuwait,KWT,No Medal,24
1972,Lebanon,LBN,No Medal,24
2012,Malaysia,MYS,No Medal,24
2016,Malaysia,MYS,No Medal,24
2014,Netherlands,NLD,No Medal,24
2012,Puerto Rico,PRI,No Medal,24
1968,Portugal,PRT,No Medal,24
2012,Russia,RUS,Gold,24
2008,Singapore,SGP,No Medal,24
2016,Singapore,SGP,No Medal,24
1912,Sweden,SWE,Gold,24
1912,Sweden,SWE,Silver,24
1984,Thailand,THA,No Medal,24
1984,Uganda,UGA,No Medal,24
1928,USA,USA,Gold,24
1906,USA,USA,No Medal,24
2000,USA,USA,Silver,24
2016,Vietnam,VNM,No Medal,24
2000,Armenia,ARM,No Medal,25
1994,Australia,AUS,No Medal,25
2000,Australia,AUS,Silver,25
1936,Bulgaria,BGR,No Medal,25
1992,China,CHN,Silver,25
1964,Germany,DEU,Silver,25
1908,Denmark,DNK,No Medal,25
2014,Spain,ESP,No Medal,25
2004,Indonesia,IDN,No Medal,25
1996,Israel,ISR,No Medal,25
1992,Jamaica,JAM,No Medal,25
2000,Jamaica,JAM,No Medal,25
2004,Jamaica,JAM,No Medal,25
1972,Kenya,KEN,No Medal,25
1948,South Korea,KOR,No Medal,25
1956,South Korea,KOR,No Medal,25
2006,Latvia,LVA,No Medal,25
2016,Latvia,LVA,No Medal,25
1988,Morocco,MAR,No Medal,25
1952,Pakistan,PAK,No Medal,25
1972,Peru,PER,No Medal,25
1976,Portugal,PRT,No Medal,25
1972,Russia,RUS,Bronze,25
1992,Senegal,SEN,No Medal,25
1998,Slovenia,SVN,No Medal,25
1920,Sweden,SWE,Bronze,25
1996,USA,USA,Bronze,25
1936,USA,USA,Gold,25
1952,USA,USA,Silver,25
1960,USA,USA,Silver,25
1980,Zambia,ZMB,No Medal,25
2010,Bulgaria,BGR,No Medal,26
1980,Canada,CAN,No Medal,26
2008,Chile,CHL,No Medal,26
2016,China,CHN,Bronze,26
2016,China,CHN,Gold,26
1998,China,CHN,No Medal,26
1912,Czech Republic,CZE,No Medal,26
2000,Germany,DEU,Bronze,26
1956,Denmark,DNK,No Medal,26
1980,Denmark,DNK,No Medal,26
2010,Estonia,EST,No Medal,26
1980,Ethiopia,ETH,No Medal,26
1994,UK,GBR,No Medal,26
1928,Greece,GRC,No Medal,26
1952,Greece,GRC,No Medal,26
1952,Guatemala,GTM,No Medal,26
1972,India,IND,No Medal,26
1928,Ireland,IRL,No Medal,26
1980,Iraq,IRQ,No Medal,26
1996,Jamaica,JAM,No Medal,26
1998,South Korea,KOR,No Medal,26
1980,Kuwait,KWT,No Medal,26
2000,Morocco,MAR,No Medal,26
2008,Mongolia,MNG,No Medal,26
1980,Norway,NOR,No Medal,26
1956,New Zealand,NZL,No Medal,26
1948,Peru,PER,No Medal,26
1980,Peru,PER,No Medal,26
1994,Poland,POL,No Medal,26
2016,Puerto Rico,PRI,No Medal,26
1994,Romania,ROU,No Medal,26
2002,Romania,ROU,No Medal,26
2010,Romania,ROU,No Medal,26
1996,Russia,RUS,Gold,26
2004,Russia,RUS,Silver,26
2012,Russia,RUS,Silver,26
1992,Singapore,SGP,No Medal,26
1956,Serbia,SRB,No Medal,26
2004,USA,USA,Bronze,26
1912,USA,USA,Gold,26
1960,Venezuela,VEN,No Medal,26
1936,South Africa,ZAF,No Medal,26
1988,Angola,AGO,No Medal,27
1932,Argentina,ARG,No Medal,27
2012,Armenia,ARM,No Medal,27
1924,Austria,AUT,No Medal,27
2002,Bulgaria,BGR,No Medal,27
2014,Bulgaria,BGR,No Medal,27
2006,Belarus,BLR,No Medal,27
1936,Chile,CHL,No Medal,27
2000,Chile,CHL,No Medal,27
1936,China,CHN,No Medal,27
1976,China,CHN,No Medal,27
2012,China,CHN,Silver,27
1994,Czech Republic,CZE,No Medal,27
1996,Germany,DEU,Bronze,27
1932,Denmark,DNK,No Medal,27
1996,Algeria,DZA,No Medal,27
1920,Spain,ESP,No Medal,27
2000,Estonia,EST,No Medal,27
2006,Estonia,EST,No Medal,27
2014,Estonia,EST,No Medal,27
2016,UK,GBR,Gold,27
1992,Guatemala,GTM,No Medal,27
1992,Guam,GUM,No Medal,27
1908,Italy,ITA,No Medal,27
1972,Jamaica,JAM,No Medal,27
2008,Jamaica,JAM,No Medal,27
1980,Japan,JPN,No Medal,27
1996,Kenya,KEN,No Medal,27
2008,Moldova,MDA,No Medal,27
2012,Mongolia,MNG,No Medal,27
1960,Philippines,PHL,No Medal,27
2002,Poland,POL,No Medal,27
1976,Senegal,SEN,No Medal,27
1996,Singapore,SGP,No Medal,27
2008,Tunisia,TUN,No Medal,27
1936,Turkey,TUR,No Medal,27
1920,USA,USA,Bronze,27
1920,USA,USA,Silver,27
1972,Venezuela,VEN,No Medal,27
1984,Venezuela,VEN,No Medal,27
1924,Australia,AUS,No Medal,28
1908,Belgium,BEL,No Medal,28
1994,Belarus,BLR,No Medal,28
2010,Belarus,BLR,No Medal,28
1932,Brazil,BRA,No Medal,28
1984,Chile,CHL,No Medal,28
2008,China,CHN,Bronze,28
2000,China,CHN,Gold,28
1984,Germany,DEU,Gold,28
1984,Denmark,DNK,No Medal,28
1980,Algeria,DZA,No Medal,28
2012,Algeria,DZA,No Medal,28
1936,Egypt,EGY,No Medal,28
1932,Finland,FIN,No Medal,28
1900,France,FRA,Gold,28
2012,Georgia,GEO,No Medal,28
1896,Greece,GRC,No Medal,28
1992,Honduras,HND,No Medal,28
2000,Iceland,ISL,No Medal,28
1960,Israel,ISR,No Medal,28
1906,Italy,ITA,No Medal,28
2016,Jamaica,JAM,No Medal,28
1992,Kenya,KEN,No Medal,28
2016,Kenya,KEN,No Medal,28
1936,Latvia,LVA,No Medal,28
1996,Morocco,MAR,No Medal,28
2004,Morocco,MAR,No Medal,28
1968,Mongolia,MNG,No Medal,28
1976,Mongolia,MNG,No Medal,28
1964,Pakistan,PAK,No Medal,28
1984,Peru,PER,No Medal,28
2016,Peru,PER,No Medal,28
1984,Philippines,PHL,No Medal,28
1972,Portugal,PRT,No Medal,28
2008,Russia,RUS,Bronze,28
2004,Russia,RUS,Gold,28
2000,Russia,RUS,Silver,28
2012,Singapore,SGP,No Medal,28
1952,Turkey,TUR,No Medal,28
1924,USA,USA,Bronze,28
1956,USA,USA,Silver,28
1964,USA,USA,Silver,28
2012,USA,USA,Silver,28
1948,South Africa,ZAF,No Medal,28
2016,Armenia,ARM,No Medal,29
1936,Australia,AUS,No Medal,29
2000,Azerbaijan,AZE,No Medal,29
1998,Belarus,BLR,No Medal,29
1956,Brazil,BRA,No Medal,29
1984,Germany,DEU,Silver,29
1988,Algeria,DZA,No Medal,29
2016,Ecuador,ECU,No Medal,29
2012,Estonia,EST,No Medal,29
1994,Finland,FIN,No Medal,29
2012,UK,GBR,Gold,29
2002,UK,GBR,No Medal,29
2006,UK,GBR,No Medal,29
2008,Georgia,GEO,No Medal,29
1992,Croatia,HRV,No Medal,29
1980,India,IND,No Medal,29
1988,India,IND,No Medal,29
1924,Ireland,IRL,No Medal,29
2000,Iran,IRN,No Medal,29
2004,Iran,IRN,No Medal,29
1976,Iceland,ISL,No Medal,29
1988,Liechtenstein,LIE,No Medal,29
2010,Latvia,LVA,No Medal,29
2008,Malaysia,MYS,No Medal,29
2004,Nigeria,NGA,No Medal,29
1964,Puerto Rico,PRI,No Medal,29
2000,Russia,RUS,Bronze,29
1952,Russia,RUS,Silver,29
1924,Serbia,SRB,No Medal,29
1976,USA,USA,Bronze,29
2012,USA,USA,Bronze,29
1924,USA,USA,Silver,29
1980,Zimbabwe,ZWE,No Medal,29
1956,Argentina,ARG,No Medal,30
2008,Azerbaijan,AZE,No Medal,30
1976,Colombia,COL,No Medal,30
1948,Cuba,CUB,No Medal,30
1984,Germany,DEU,Bronze,30
1992,Algeria,DZA,No Medal,30
1936,Estonia,EST,No Medal,30
2016,Estonia,EST,No Medal,30
1998,Finland,FIN,No Medal,30
2006,Finland,FIN,No Medal,30
1980,Greece,GRC,No Medal,30
2002,Hungary,HUN,No Medal,30
1992,Indonesia,IDN,No Medal,30
2000,Indonesia,IDN,No Medal,30
1984,India,IND,No Medal,30
1996,India,IND,No Medal,30
1972,South Korea,KOR,No Medal,30
1976,South Korea,KOR,No Medal,30
1924,Latvia,LVA,No Medal,30
1992,Morocco,MAR,No Medal,30
1992,Nigeria,NGA,No Medal,30
2004,Norway,NOR,No Medal,30
1956,Philippines,PHL,No Medal,30
1992,Philippines,PHL,No Medal,30
2000,North Korea,PRK,No Medal,30
2006,Romania,ROU,No Medal,30
1984,San Marino,SMR,No Medal,30
1948,Uruguay,URY,No Medal,30
1984,USA,USA,Bronze,30
1988,USA,USA,Bronze,30
1948,USA,USA,Silver,30
1988,"Virgin Islands, US",VIR,No Medal,30
1920,South Africa,ZAF,No Medal,30
2006,Australia,AUS,No Medal,31
2004,Azerbaijan,AZE,No Medal,31
2014,Belarus,BLR,No Medal,31
1984,Cameroon,CMR,No Medal,31
1992,Colombia,COL,No Medal,31
1992,Germany,DEU,Silver,31
1968,Greece,GRC,No Medal,31
1988,Indonesia,IDN,No Medal,31
1956,India,IND,No Medal,31
2004,Ireland,IRL,No Medal,31
1988,Iceland,ISL,No Medal,31
1988,Lebanon,LBN,No Medal,31
1952,Luxembourg,LUX,No Medal,31
2014,Latvia,LVA,No Medal,31
2004,Moldova,MDA,No Medal,31
2004,Malaysia,MYS,No Medal,31
2012,Nigeria,NGA,No Medal,31
1964,New Zealand,NZL,No Medal,31
1968,New Zealand,NZL,No Medal,31
2000,Puerto Rico,PRI,No Medal,31
2008,Puerto Rico,PRI,No Medal,31
2014,Sweden,SWE,No Medal,31
1968,Uruguay,URY,No Medal,31
2000,USA,USA,Bronze,31
1968,USA,USA,Silver,31
1984,"Virgin Islands, US",VIR,No Medal,31
1980,Vietnam,VNM,No Medal,31
2010,Australia,AUS,No Medal,32
1908,Canada,CAN,No Medal,32
2004,China,CHN,Gold,32
1936,Germany,DEU,Bronze,32
1992,Egypt,EGY,No Medal,32
2004,Estonia,EST,No Medal,32
1988,Fiji,FJI,No Medal,32
1992,Fiji,FJI,No Medal,32
1932,Hungary,HUN,No Medal,32
1968,Ireland,IRL,No Medal,32
1912,Italy,ITA,No Medal,32
1928,Japan,JPN,No Medal,32
1994,Kazakhstan,KAZ,No Medal,32
2002,Kazakhstan,KAZ,No Medal,32
1984,Kenya,KEN,No Medal,32
2004,Kyrgyzstan,KGZ,No Medal,32
1928,Luxembourg,LUX,No Medal,32
1948,Luxembourg,LUX,No Medal,32
2008,Latvia,LVA,No Medal,32
2000,Moldova,MDA,No Medal,32
2000,Malaysia,MYS,No Medal,32
2008,Nigeria,NGA,No Medal,32
2004,North Korea,PRK,No Medal,32
2008,North Korea,PRK,No Medal,32
1984,Portugal,PRT,No Medal,32
2014,Romania,ROU,No Medal,32
2012,Russia,RUS,Bronze,32
2000,Russia,RUS,Gold,32
1956,Russia,RUS,Silver,32
1972,Russia,RUS,Silver,32
2002,Slovenia,SVN,No Medal,32
1960,Syria,SYR,No Medal,32
1976,Thailand,THA,No Medal,32
1968,Turkey,TUR,No Medal,32
1994,Ukraine,UKR,No Medal,32
1932,USA,USA,Bronze,32
1964,USA,USA,Bronze,32
1900,USA,USA,No Medal,32
1988,USA,USA,Silver,32
1996,USA,USA,Silver,32
1956,Bulgaria,BGR,No Medal,33
1920,Canada,CAN,No Medal,33
1968,Colombia,COL,No Medal,33
1988,Colombia,COL,No Medal,33
1928,Spain,ESP,No Medal,33
1920,Greece,GRC,No Medal,33
1948,Ireland,IRL,No Medal,33
1972,Iran,IRN,No Medal,33
1992,Iran,IRN,No Medal,33
1998,Kazakhstan,KAZ,No Medal,33
2006,Kazakhstan,KAZ,No Medal,33
2006,South Korea,KOR,No Medal,33
1988,Mongolia,MNG,No Medal,33
1960,New Zealand,NZL,No Medal,33
1960,Pakistan,PAK,No Medal,33
1968,Russia,RUS,Bronze,33
1996,Serbia,SRB,No Medal,33
2010,Slovakia,SVK,No Medal,33
1996,Slovenia,SVN,No Medal,33
1948,Turkey,TUR,No Medal,33
1976,Turkey,TUR,No Medal,33
1972,USA,USA,Bronze,33
1972,USA,USA,Silver,33
1928,Argentina,ARG,No Medal,34
1996,Armenia,ARM,No Medal,34
1960,Brazil,BRA,No Medal,34
1948,Chile,CHL,No Medal,34
1984,Colombia,COL,No Medal,34
1992,Germany,DEU,Bronze,34
1906,Germany,DEU,No Medal,34
1936,Germany,DEU,Silver,34
2012,Ecuador,ECU,No Medal,34
1900,France,FRA,Bronze,34
2004,Georgia,GEO,No Medal,34
2016,Georgia,GEO,No Medal,34
1908,Hungary,HUN,No Medal,34
1976,Ireland,IRL,No Medal,34
1984,Jamaica,JAM,No Medal,34
1924,Luxembourg,LUX,No Medal,34
2008,Morocco,MAR,No Medal,34
1996,Nigeria,NGA,No Medal,34
1968,Russia,RUS,Gold,34
1960,Russia,RUS,Silver,34
2002,Slovakia,SVK,No Medal,34
1906,Sweden,SWE,No Medal,34
2000,Tunisia,TUN,No Medal,34
1956,USA,USA,Gold,34
1976,Venezuela,VEN,No Medal,34
1924,Argentina,ARG,No Medal,35
1952,Chile,CHL,No Medal,35
1998,Czech Republic,CZE,No Medal,35
1908,Germany,DEU,No Medal,35
1964,Egypt,EGY,No Medal,35
